Run ID,LLM Judge Model,Task,Outcome
M2G__UP047,meta-llama/llama-3.3-70b-instruct,classification,5
M2S__UP045,deepseek/deepseek-v4-pro,classification,5
M2G__UP047,openai/gpt-oss-120b,classification,5
M2S__UP047,meta-llama/llama-3.3-70b-instruct,classification,5
M2S__UP047,openai/gpt-oss-120b,classification,1
M2S__UP046,openai/gpt-oss-120b,classification,3
M2G__UP044,openai/gpt-oss-120b,classification,5
M2S__UP048,meta-llama/llama-3.3-70b-instruct,classification,5
M2S__UP044,deepseek/deepseek-v4-pro,classification,5
M2S__UP048,openai/gpt-oss-120b,classification,5
M2G__UP048,meta-llama/llama-3.3-70b-instruct,classification,5
M2G__UP044,deepseek/deepseek-v4-pro,classification,5
M2G__UP048,openai/gpt-oss-120b,classification,5
M2G__UP049,meta-llama/llama-3.3-70b-instruct,classification,5
M2G__UP042,deepseek/deepseek-v4-pro,classification,5
M2S__UP042,deepseek/deepseek-v4-pro,classification,4
M2G__UP049,openai/gpt-oss-120b,classification,5
M2S__UP049,meta-llama/llama-3.3-70b-instruct,classification,5
M2S__UP049,openai/gpt-oss-120b,classification,5
M2S__UP050,meta-llama/llama-3.3-70b-instruct,classification,5
M2G__UP046,openai/gpt-oss-120b,classification,3
M2G__UP050,meta-llama/llama-3.3-70b-instruct,classification,5
M2S__UP050,openai/gpt-oss-120b,classification,1
M2G__UP050,openai/gpt-oss-120b,classification,5
M2S__UP048,deepseek/deepseek-v4-pro,classification,5
M2G__UP051,meta-llama/llama-3.3-70b-instruct,classification,5
M2G__UP049,deepseek/deepseek-v4-pro,classification,5
M2G__UP048,deepseek/deepseek-v4-pro,classification,5
M2S__UP051,meta-llama/llama-3.3-70b-instruct,classification,5
M2S__UP050,deepseek/deepseek-v4-pro,classification,5
M2S__UP049,deepseek/deepseek-v4-pro,classification,5
M2G__UP047,deepseek/deepseek-v4-pro,classification,1
M2S__UP047,deepseek/deepseek-v4-pro,classification,1
M2S__UP051,openai/gpt-oss-120b,classification,5
M2S__UP052,meta-llama/llama-3.3-70b-instruct,classification,5
M2S__UP052,openai/gpt-oss-120b,classification,5
M2S__UP051,deepseek/deepseek-v4-pro,classification,5
M2G__UP052,meta-llama/llama-3.3-70b-instruct,classification,5
M2G__UP053,meta-llama/llama-3.3-70b-instruct,classification,5
M2G__UP051,deepseek/deepseek-v4-pro,classification,5
M2S__UP053,meta-llama/llama-3.3-70b-instruct,classification,5
M2G__UP050,deepseek/deepseek-v4-pro,classification,5
M2S__UP053,openai/gpt-oss-120b,classification,5
M2S__UP054,meta-llama/llama-3.3-70b-instruct,classification,5
M2G__UP052,openai/gpt-oss-120b,classification,5
M2G__UP053,openai/gpt-oss-120b,classification,5
M2G__UP054,meta-llama/llama-3.3-70b-instruct,classification,5
M2G__UP053,deepseek/deepseek-v4-pro,classification,5
M2G__UP051,openai/gpt-oss-120b,classification,5
M2G__UP055,meta-llama/llama-3.3-70b-instruct,classification,5
M2S__UP053,deepseek/deepseek-v4-pro,classification,5
M2G__UP055,openai/gpt-oss-120b,classification,5
M2S__UP055,meta-llama/llama-3.3-70b-instruct,classification,4
M2G__UP054,openai/gpt-oss-120b,classification,5
M2S__UP056,meta-llama/llama-3.3-70b-instruct,classification,5
M2S__UP054,openai/gpt-oss-120b,classification,5
M2S__UP046,deepseek/deepseek-v4-pro,classification,3
M2S__UP055,openai/gpt-oss-120b,classification,5
M2G__UP056,meta-llama/llama-3.3-70b-instruct,classification,5
M2G__UP055,deepseek/deepseek-v4-pro,classification,5
M2G__UP057,meta-llama/llama-3.3-70b-instruct,classification,5
M2S__UP056,openai/gpt-oss-120b,classification,5
M2S__UP052,deepseek/deepseek-v4-pro,classification,5
M2S__UP055,deepseek/deepseek-v4-pro,classification,5
M2S__UP054,deepseek/deepseek-v4-pro,classification,5
M2S__UP057,meta-llama/llama-3.3-70b-instruct,classification,5
M2G__UP054,deepseek/deepseek-v4-pro,classification,5
M2G__UP052,deepseek/deepseek-v4-pro,classification,5
M2S__UP058,meta-llama/llama-3.3-70b-instruct,classification,4
M2G__UP058,meta-llama/llama-3.3-70b-instruct,classification,4
M2G__UP057,openai/gpt-oss-120b,classification,3
M2S__UP057,openai/gpt-oss-120b,classification,3
M2G__UP059,meta-llama/llama-3.3-70b-instruct,classification,5
M2S__UP058,openai/gpt-oss-120b,classification,5
M2G__UP058,openai/gpt-oss-120b,classification,3
M2G__UP056,openai/gpt-oss-120b,classification,5
M2S__UP059,meta-llama/llama-3.3-70b-instruct,classification,5
M2G__UP046,deepseek/deepseek-v4-pro,classification,2
M2S__UP056,deepseek/deepseek-v4-pro,classification,5
M2S__UP060,meta-llama/llama-3.3-70b-instruct,classification,5
M2G__UP059,openai/gpt-oss-120b,classification,5
M2G__UP060,meta-llama/llama-3.3-70b-instruct,classification,5
M2S__UP060,openai/gpt-oss-120b,classification,5
M2S__UP059,openai/gpt-oss-120b,classification,5
M2G__UP056,deepseek/deepseek-v4-pro,classification,5
M2G__UP061,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2G__UP060,openai/gpt-oss-120b,classification,5
M2S__UP061,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2S__UP060,deepseek/deepseek-v4-pro,classification,5
M2G__UP060,deepseek/deepseek-v4-pro,classification,5
M2G__UP061,openai/gpt-oss-120b,information_extraction,5
M2S__UP062,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2S__UP059,deepseek/deepseek-v4-pro,classification,5
M2S__UP061,openai/gpt-oss-120b,information_extraction,5
M2G__UP062,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2G__UP059,deepseek/deepseek-v4-pro,classification,5
M2S__UP057,deepseek/deepseek-v4-pro,classification,4
M2G__UP063,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2G__UP057,deepseek/deepseek-v4-pro,classification,3
M2S__UP063,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2G__UP061,deepseek/deepseek-v4-pro,information_extraction,5
M2S__UP058,deepseek/deepseek-v4-pro,classification,4
M2S__UP064,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2G__UP062,openai/gpt-oss-120b,information_extraction,4
M2S__UP064,openai/gpt-oss-120b,information_extraction,5
M2G__UP064,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2S__UP061,deepseek/deepseek-v4-pro,information_extraction,5
M2S__UP062,openai/gpt-oss-120b,information_extraction,4
M2G__UP065,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M2G__UP064,openai/gpt-oss-120b,information_extraction,5
M2G__UP063,openai/gpt-oss-120b,information_extraction,5
M2S__UP065,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M2S__UP063,openai/gpt-oss-120b,information_extraction,3
M2G__UP058,deepseek/deepseek-v4-pro,classification,4
M2G__UP065,openai/gpt-oss-120b,information_extraction,5
M2S__UP066,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2G__UP064,deepseek/deepseek-v4-pro,information_extraction,5
M2S__UP064,deepseek/deepseek-v4-pro,information_extraction,5
M2S__UP066,openai/gpt-oss-120b,information_extraction,5
M2S__UP065,openai/gpt-oss-120b,information_extraction,3
M2G__UP066,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2G__UP066,openai/gpt-oss-120b,information_extraction,5
M2S__UP067,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M2G__UP065,deepseek/deepseek-v4-pro,information_extraction,5
M2G__UP067,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M2S__UP068,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M2S__UP067,openai/gpt-oss-120b,information_extraction,5
M2G__UP066,deepseek/deepseek-v4-pro,information_extraction,5
M2G__UP068,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2S__UP067,deepseek/deepseek-v4-pro,information_extraction,5
M2G__UP067,deepseek/deepseek-v4-pro,information_extraction,5
M2S__UP066,deepseek/deepseek-v4-pro,information_extraction,5
M2G__UP069,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2S__UP065,deepseek/deepseek-v4-pro,information_extraction,5
M2S__UP069,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2G__UP069,openai/gpt-oss-120b,information_extraction,5
M2S__UP069,openai/gpt-oss-120b,information_extraction,5
M2G__UP062,deepseek/deepseek-v4-pro,information_extraction,5
M2S__UP070,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M2S__UP068,openai/gpt-oss-120b,information_extraction,5
M2G__UP070,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2S__UP069,deepseek/deepseek-v4-pro,information_extraction,5
M2G__UP070,openai/gpt-oss-120b,information_extraction,5
M2G__UP071,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2S__UP063,deepseek/deepseek-v4-pro,information_extraction,4
M2S__UP070,deepseek/deepseek-v4-pro,information_extraction,5
M2S__UP071,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2G__UP071,openai/gpt-oss-120b,information_extraction,5
M2S__UP072,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2S__UP068,deepseek/deepseek-v4-pro,information_extraction,5
M2S__UP062,deepseek/deepseek-v4-pro,information_extraction,4
M2G__UP072,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2S__UP070,openai/gpt-oss-120b,information_extraction,5
M2S__UP072,openai/gpt-oss-120b,information_extraction,5
M2G__UP073,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2G__UP073,openai/gpt-oss-120b,information_extraction,5
M2G__UP068,openai/gpt-oss-120b,information_extraction,3
M2S__UP073,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2G__UP063,deepseek/deepseek-v4-pro,information_extraction,4
M2S__UP073,openai/gpt-oss-120b,information_extraction,5
M2S__UP074,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M2S__UP073,deepseek/deepseek-v4-pro,information_extraction,5
M2G__UP073,deepseek/deepseek-v4-pro,information_extraction,5
M2G__UP074,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M2G__UP072,openai/gpt-oss-120b,information_extraction,5
M2S__UP074,openai/gpt-oss-120b,information_extraction,5
M2G__UP075,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2G__UP074,openai/gpt-oss-120b,information_extraction,5
M2G__UP074,deepseek/deepseek-v4-pro,information_extraction,5
M2S__UP075,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2S__UP071,deepseek/deepseek-v4-pro,information_extraction,5
M2G__UP069,deepseek/deepseek-v4-pro,information_extraction,5
M2G__UP070,deepseek/deepseek-v4-pro,information_extraction,5
M2S__UP076,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M2S__UP074,deepseek/deepseek-v4-pro,information_extraction,5
M2G__UP076,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2S__UP072,deepseek/deepseek-v4-pro,information_extraction,5
M2G__UP071,deepseek/deepseek-v4-pro,information_extraction,5
M2G__UP075,openai/gpt-oss-120b,information_extraction,5
M2G__UP077,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M2S__UP075,openai/gpt-oss-120b,information_extraction,5
M2G__UP075,deepseek/deepseek-v4-pro,information_extraction,5
M2S__UP077,meta-llama/llama-3.3-70b-instruct,information_extraction,4
M2S__UP075,deepseek/deepseek-v4-pro,information_extraction,5
M2S__UP076,deepseek/deepseek-v4-pro,information_extraction,5
M2S__UP078,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2S__UP078,openai/gpt-oss-120b,information_extraction,5
M2G__UP078,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2G__UP076,deepseek/deepseek-v4-pro,information_extraction,5
M2S__UP077,deepseek/deepseek-v4-pro,information_extraction,5
M2G__UP079,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2S__UP078,deepseek/deepseek-v4-pro,information_extraction,5
M2S__UP077,openai/gpt-oss-120b,information_extraction,5
M2S__UP079,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2G__UP077,deepseek/deepseek-v4-pro,information_extraction,5
M2G__UP078,deepseek/deepseek-v4-pro,information_extraction,5
M2S__UP080,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2G__UP077,openai/gpt-oss-120b,information_extraction,5
M2G__UP079,deepseek/deepseek-v4-pro,information_extraction,5
M2G__UP080,meta-llama/llama-3.3-70b-instruct,information_extraction,5
M2S__UP079,deepseek/deepseek-v4-pro,information_extraction,5
M2G__UP078,openai/gpt-oss-120b,information_extraction,5
M2G__UP081,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2G__UP076,openai/gpt-oss-120b,information_extraction,5
M2G__UP081,openai/gpt-oss-120b,closed_qa,TRUE
M2G__UP081,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2S__UP081,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2G__UP068,deepseek/deepseek-v4-pro,information_extraction,3
M2G__UP072,deepseek/deepseek-v4-pro,information_extraction,4
M2S__UP082,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2G__UP080,deepseek/deepseek-v4-pro,information_extraction,1
M2G__UP082,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2S__UP081,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2S__UP082,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2G__UP083,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2S__UP080,openai/gpt-oss-120b,information_extraction,2
M2G__UP083,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2S__UP079,openai/gpt-oss-120b,information_extraction,5
M2S__UP083,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2S__UP081,openai/gpt-oss-120b,closed_qa,TRUE
M2S__UP084,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2S__UP083,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2G__UP082,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2G__UP084,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2S__UP080,deepseek/deepseek-v4-pro,information_extraction,5
M2S__UP084,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2S__UP084,openai/gpt-oss-120b,closed_qa,TRUE
M2S__UP082,openai/gpt-oss-120b,closed_qa,TRUE
M2G__UP085,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2S__UP085,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2G__UP084,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2G__UP085,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2S__UP086,meta-llama/llama-3.3-70b-instruct,closed_qa,FALSE
M2G__UP084,openai/gpt-oss-120b,closed_qa,TRUE
M2S__UP085,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2G__UP086,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2G__UP085,openai/gpt-oss-120b,closed_qa,TRUE
M2S__UP086,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2G__UP087,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2G__UP086,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2G__UP087,openai/gpt-oss-120b,closed_qa,TRUE
M2S__UP087,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2G__UP080,openai/gpt-oss-120b,information_extraction,1
M2S__UP087,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2S__UP088,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2G__UP083,openai/gpt-oss-120b,closed_qa,TRUE
M2G__UP087,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2G__UP082,openai/gpt-oss-120b,closed_qa,TRUE
M2G__UP088,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2S__UP088,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2G__UP089,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2S__UP083,openai/gpt-oss-120b,closed_qa,TRUE
M2G__UP086,openai/gpt-oss-120b,closed_qa,TRUE
M2G__UP088,openai/gpt-oss-120b,closed_qa,TRUE
M2S__UP088,openai/gpt-oss-120b,closed_qa,TRUE
M2S__UP089,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2G__UP089,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2S__UP090,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2G__UP088,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2S__UP089,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2G__UP090,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2S__UP085,openai/gpt-oss-120b,closed_qa,TRUE
M2S__UP090,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2G__UP091,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2S__UP087,openai/gpt-oss-120b,closed_qa,TRUE
M2S__UP091,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2S__UP089,openai/gpt-oss-120b,closed_qa,TRUE
M2G__UP090,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2S__UP092,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2G__UP091,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2S__UP091,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2G__UP092,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2S__UP076,openai/gpt-oss-120b,information_extraction,5
M2G__UP090,openai/gpt-oss-120b,closed_qa,TRUE
M2G__UP093,openai/gpt-oss-120b,closed_qa,TRUE
M2G__UP089,openai/gpt-oss-120b,closed_qa,TRUE
M2S__UP086,openai/gpt-oss-120b,closed_qa,TRUE
M2G__UP091,openai/gpt-oss-120b,closed_qa,TRUE
M2G__UP093,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2S__UP093,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2S__UP090,openai/gpt-oss-120b,closed_qa,TRUE
M2G__UP092,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2S__UP094,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2G__UP094,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2S__UP091,openai/gpt-oss-120b,closed_qa,TRUE
M2S__UP094,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2G__UP092,openai/gpt-oss-120b,closed_qa,TRUE
M2G__UP094,openai/gpt-oss-120b,closed_qa,TRUE
M2S__UP094,openai/gpt-oss-120b,closed_qa,TRUE
M2S__UP093,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2G__UP093,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2G__UP095,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2S__UP095,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2S__UP096,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2G__UP095,openai/gpt-oss-120b,closed_qa,TRUE
M2G__UP096,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2S__UP092,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2S__UP095,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2G__UP095,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2S__UP095,openai/gpt-oss-120b,closed_qa,TRUE
M2S__UP093,openai/gpt-oss-120b,closed_qa,TRUE
M2S__UP097,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2G__UP096,openai/gpt-oss-120b,closed_qa,TRUE
M2G__UP097,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2G__UP094,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2S__UP098,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2S__UP096,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2S__UP097,openai/gpt-oss-120b,closed_qa,TRUE
M2G__UP098,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2G__UP097,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2G__UP099,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2G__UP096,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2S__UP092,openai/gpt-oss-120b,closed_qa,TRUE
M2S__UP099,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2S__UP096,openai/gpt-oss-120b,closed_qa,TRUE
M2S__UP097,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2G__UP098,openai/gpt-oss-120b,closed_qa,TRUE
M2S__UP100,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2S__UP098,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2S__UP098,openai/gpt-oss-120b,closed_qa,TRUE
M2S__UP099,openai/gpt-oss-120b,closed_qa,TRUE
M2G__UP100,meta-llama/llama-3.3-70b-instruct,closed_qa,TRUE
M2G__UP097,openai/gpt-oss-120b,closed_qa,TRUE
M3G__UP001,meta-llama/llama-3.3-70b-instruct,summarization,4
M2S__UP099,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2S__UP100,openai/gpt-oss-120b,closed_qa,TRUE
M3S__UP001,meta-llama/llama-3.3-70b-instruct,summarization,4
M2G__UP099,deepseek/deepseek-v4-pro,closed_qa,TRUE
M3S__UP002,meta-llama/llama-3.3-70b-instruct,summarization,5
M2G__UP100,deepseek/deepseek-v4-pro,closed_qa,TRUE
M2G__UP100,openai/gpt-oss-120b,closed_qa,TRUE
M3G__UP002,meta-llama/llama-3.3-70b-instruct,summarization,5
M3G__UP001,openai/gpt-oss-120b,summarization,4
M2G__UP099,openai/gpt-oss-120b,closed_qa,TRUE
M2G__UP098,deepseek/deepseek-v4-pro,closed_qa,TRUE
M3G__UP003,meta-llama/llama-3.3-70b-instruct,summarization,4
M2S__UP100,deepseek/deepseek-v4-pro,closed_qa,TRUE
M3S__UP003,meta-llama/llama-3.3-70b-instruct,summarization,4
M3S__UP002,openai/gpt-oss-120b,summarization,5
M3S__UP002,deepseek/deepseek-v4-pro,summarization,5
M3S__UP004,meta-llama/llama-3.3-70b-instruct,summarization,4
M3G__UP002,openai/gpt-oss-120b,summarization,5
M3G__UP002,deepseek/deepseek-v4-pro,summarization,5
M3S__UP001,openai/gpt-oss-120b,summarization,5
M3S__UP003,openai/gpt-oss-120b,summarization,5
M3G__UP004,meta-llama/llama-3.3-70b-instruct,summarization,5
M2G__UP079,openai/gpt-oss-120b,information_extraction,5
M3G__UP003,openai/gpt-oss-120b,summarization,5
M3G__UP005,meta-llama/llama-3.3-70b-instruct,summarization,5
M3S__UP005,meta-llama/llama-3.3-70b-instruct,summarization,4
M3G__UP003,deepseek/deepseek-v4-pro,summarization,5
M3S__UP003,deepseek/deepseek-v4-pro,summarization,5
M3S__UP006,meta-llama/llama-3.3-70b-instruct,summarization,4
M3S__UP004,deepseek/deepseek-v4-pro,summarization,5
M3G__UP004,openai/gpt-oss-120b,summarization,5
M3G__UP006,meta-llama/llama-3.3-70b-instruct,summarization,4
M3S__UP004,openai/gpt-oss-120b,summarization,4
M3G__UP005,deepseek/deepseek-v4-pro,summarization,5
M3G__UP007,meta-llama/llama-3.3-70b-instruct,summarization,4
M3S__UP001,deepseek/deepseek-v4-pro,summarization,4
M3G__UP004,deepseek/deepseek-v4-pro,summarization,5
M3S__UP007,meta-llama/llama-3.3-70b-instruct,summarization,4
M3S__UP006,openai/gpt-oss-120b,summarization,5
M3G__UP006,openai/gpt-oss-120b,summarization,4
M3S__UP008,meta-llama/llama-3.3-70b-instruct,summarization,4
M3S__UP006,deepseek/deepseek-v4-pro,summarization,5
M3G__UP005,openai/gpt-oss-120b,summarization,5
M3G__UP007,openai/gpt-oss-120b,summarization,4
M3S__UP005,openai/gpt-oss-120b,summarization,5
M3S__UP008,openai/gpt-oss-120b,summarization,5
M3G__UP009,meta-llama/llama-3.3-70b-instruct,summarization,4
M3G__UP008,meta-llama/llama-3.3-70b-instruct,summarization,4
M3S__UP007,openai/gpt-oss-120b,summarization,5
M3S__UP009,meta-llama/llama-3.3-70b-instruct,summarization,5
M3G__UP001,deepseek/deepseek-v4-pro,summarization,4
M3S__UP010,meta-llama/llama-3.3-70b-instruct,summarization,5
M3G__UP009,openai/gpt-oss-120b,summarization,5
M3S__UP008,deepseek/deepseek-v4-pro,summarization,5
M3G__UP010,openai/gpt-oss-120b,summarization,1
M3S__UP009,openai/gpt-oss-120b,summarization,5
M3S__UP005,deepseek/deepseek-v4-pro,summarization,5
M3G__UP011,meta-llama/llama-3.3-70b-instruct,summarization,4
M3S__UP007,deepseek/deepseek-v4-pro,summarization,5
M3G__UP007,deepseek/deepseek-v4-pro,summarization,2
M3S__UP009,deepseek/deepseek-v4-pro,summarization,5
M3G__UP009,deepseek/deepseek-v4-pro,summarization,5
M3S__UP011,meta-llama/llama-3.3-70b-instruct,summarization,4
M3S__UP012,meta-llama/llama-3.3-70b-instruct,summarization,5
M3G__UP006,deepseek/deepseek-v4-pro,summarization,4
M3G__UP012,openai/gpt-oss-120b,summarization,5
M3G__UP012,meta-llama/llama-3.3-70b-instruct,summarization,4
M3S__UP012,deepseek/deepseek-v4-pro,summarization,5
M3S__UP011,openai/gpt-oss-120b,summarization,5
M3G__UP013,meta-llama/llama-3.3-70b-instruct,summarization,4
M3S__UP012,openai/gpt-oss-120b,summarization,5
M3G__UP008,deepseek/deepseek-v4-pro,summarization,4
M3S__UP013,meta-llama/llama-3.3-70b-instruct,summarization,4
M3S__UP014,openai/gpt-oss-120b,summarization,2
M3G__UP013,openai/gpt-oss-120b,summarization,1
M3S__UP014,meta-llama/llama-3.3-70b-instruct,summarization,5
M3S__UP010,openai/gpt-oss-120b,summarization,3
M3S__UP013,openai/gpt-oss-120b,summarization,5
M3G__UP014,meta-llama/llama-3.3-70b-instruct,summarization,4
M3G__UP011,openai/gpt-oss-120b,summarization,5
M3S__UP011,deepseek/deepseek-v4-pro,summarization,4
M3G__UP015,meta-llama/llama-3.3-70b-instruct,summarization,4
M3G__UP014,openai/gpt-oss-120b,summarization,3
M3S__UP015,meta-llama/llama-3.3-70b-instruct,summarization,4
M3G__UP012,deepseek/deepseek-v4-pro,summarization,5
M3G__UP015,openai/gpt-oss-120b,summarization,4
M3S__UP016,meta-llama/llama-3.3-70b-instruct,summarization,5
M3S__UP013,deepseek/deepseek-v4-pro,summarization,5
M3S__UP016,openai/gpt-oss-120b,summarization,5
M3G__UP011,deepseek/deepseek-v4-pro,summarization,3
M3G__UP016,openai/gpt-oss-120b,summarization,5
M3G__UP016,meta-llama/llama-3.3-70b-instruct,summarization,4
M3G__UP017,meta-llama/llama-3.3-70b-instruct,summarization,4
M3G__UP014,deepseek/deepseek-v4-pro,summarization,2
M3S__UP015,openai/gpt-oss-120b,summarization,5
M3S__UP016,deepseek/deepseek-v4-pro,summarization,5
M3S__UP017,meta-llama/llama-3.3-70b-instruct,summarization,4
M3G__UP017,openai/gpt-oss-120b,summarization,5
M3G__UP010,deepseek/deepseek-v4-pro,summarization,1
M3G__UP015,deepseek/deepseek-v4-pro,summarization,4
M3G__UP017,deepseek/deepseek-v4-pro,summarization,5
M3S__UP017,openai/gpt-oss-120b,summarization,4
M3G__UP018,meta-llama/llama-3.3-70b-instruct,summarization,5
M3S__UP018,meta-llama/llama-3.3-70b-instruct,summarization,5
M3S__UP014,deepseek/deepseek-v4-pro,summarization,3
M3G__UP018,openai/gpt-oss-120b,summarization,5
M3G__UP019,meta-llama/llama-3.3-70b-instruct,summarization,5
M3S__UP019,meta-llama/llama-3.3-70b-instruct,summarization,5
M3S__UP015,deepseek/deepseek-v4-pro,summarization,4
M3S__UP018,openai/gpt-oss-120b,summarization,5
M3G__UP016,deepseek/deepseek-v4-pro,summarization,2
M3S__UP020,meta-llama/llama-3.3-70b-instruct,summarization,5
